Path,Unilateral_RAU14,AU17,AU02,AU25,AU20,Unilateral_RAU12,AU05,Unilateral_LAU14,AU18,AU14,AU26,AU06,Unilateral_LAU12,AU04,Neutral
e2541992-e56b-4dac-a3b0-5ce56edc68e7/54,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
e2541992-e56b-4dac-a3b0-5ce56edc68e7/55,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
e2541992-e56b-4dac-a3b0-5ce56edc68e7/56,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
e2541992-e56b-4dac-a3b0-5ce56edc68e7/58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
e2541992-e56b-4dac-a3b0-5ce56edc68e7/61,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
e2541992-e56b-4dac-a3b0-5ce56edc68e7/6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15e5064d-1f77-45ac-8f1d-3ec79a4287a7/2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15e5064d-1f77-45ac-8f1d-3ec79a4287a7/15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15e5064d-1f77-45ac-8f1d-3ec79a4287a7/42,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15e5064d-1f77-45ac-8f1d-3ec79a4287a7/58,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15e5064d-1f77-45ac-8f1d-3ec79a4287a7/59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15e5064d-1f77-45ac-8f1d-3ec79a4287a7/6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
a61c897f-ce16-4d3c-9d47-266fd6e7a6df/1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a61c897f-ce16-4d3c-9d47-266fd6e7a6df/2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
a61c897f-ce16-4d3c-9d47-266fd6e7a6df/3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
a61c897f-ce16-4d3c-9d47-266fd6e7a6df/9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
a61c897f-ce16-4d3c-9d47-266fd6e7a6df/13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
a61c897f-ce16-4d3c-9d47-266fd6e7a6df/15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
a61c897f-ce16-4d3c-9d47-266fd6e7a6df/17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
a61c897f-ce16-4d3c-9d47-266fd6e7a6df/24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
a61c897f-ce16-4d3c-9d47-266fd6e7a6df/25,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
a61c897f-ce16-4d3c-9d47-266fd6e7a6df/26,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
a61c897f-ce16-4d3c-9d47-266fd6e7a6df/28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
a61c897f-ce16-4d3c-9d47-266fd6e7a6df/29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
a61c897f-ce16-4d3c-9d47-266fd6e7a6df/42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
a61c897f-ce16-4d3c-9d47-266fd6e7a6df/43,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
a61c897f-ce16-4d3c-9d47-266fd6e7a6df/44,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
a61c897f-ce16-4d3c-9d47-266fd6e7a6df/45,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
a61c897f-ce16-4d3c-9d47-266fd6e7a6df/47,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
a61c897f-ce16-4d3c-9d47-266fd6e7a6df/48,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
a61c897f-ce16-4d3c-9d47-266fd6e7a6df/49,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
a61c897f-ce16-4d3c-9d47-266fd6e7a6df/50,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
a61c897f-ce16-4d3c-9d47-266fd6e7a6df/51,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
a61c897f-ce16-4d3c-9d47-266fd6e7a6df/8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4b928555-103a-41b1-996d-6dec9c055fa6/1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4b928555-103a-41b1-996d-6dec9c055fa6/2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4b928555-103a-41b1-996d-6dec9c055fa6/3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4b928555-103a-41b1-996d-6dec9c055fa6/5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4b928555-103a-41b1-996d-6dec9c055fa6/6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4b928555-103a-41b1-996d-6dec9c055fa6/7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4b928555-103a-41b1-996d-6dec9c055fa6/8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4b928555-103a-41b1-996d-6dec9c055fa6/9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4b928555-103a-41b1-996d-6dec9c055fa6/20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4b928555-103a-41b1-996d-6dec9c055fa6/21,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4b928555-103a-41b1-996d-6dec9c055fa6/22,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4b928555-103a-41b1-996d-6dec9c055fa6/23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4b928555-103a-41b1-996d-6dec9c055fa6/25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4b928555-103a-41b1-996d-6dec9c055fa6/26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4b928555-103a-41b1-996d-6dec9c055fa6/27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4b928555-103a-41b1-996d-6dec9c055fa6/28,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4b928555-103a-41b1-996d-6dec9c055fa6/29,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4b928555-103a-41b1-996d-6dec9c055fa6/30,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4b928555-103a-41b1-996d-6dec9c055fa6/13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
f72cac63-dc18-4611-bb32-05fa580e32a2/16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f72cac63-dc18-4611-bb32-05fa580e32a2/17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f72cac63-dc18-4611-bb32-05fa580e32a2/18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f72cac63-dc18-4611-bb32-05fa580e32a2/5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8661c40f-f278-497d-b849-58b903b9a645/15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8661c40f-f278-497d-b849-58b903b9a645/31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8661c40f-f278-497d-b849-58b903b9a645/5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1e0e2f4c-9acd-47a3-8823-4a011e483309/1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1e0e2f4c-9acd-47a3-8823-4a011e483309/2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1e0e2f4c-9acd-47a3-8823-4a011e483309/5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1e0e2f4c-9acd-47a3-8823-4a011e483309/6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1e0e2f4c-9acd-47a3-8823-4a011e483309/7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1e0e2f4c-9acd-47a3-8823-4a011e483309/8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1e0e2f4c-9acd-47a3-8823-4a011e483309/9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1e0e2f4c-9acd-47a3-8823-4a011e483309/10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1e0e2f4c-9acd-47a3-8823-4a011e483309/11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1e0e2f4c-9acd-47a3-8823-4a011e483309/13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1e0e2f4c-9acd-47a3-8823-4a011e483309/19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1e0e2f4c-9acd-47a3-8823-4a011e483309/20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1e0e2f4c-9acd-47a3-8823-4a011e483309/29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1e0e2f4c-9acd-47a3-8823-4a011e483309/30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1e0e2f4c-9acd-47a3-8823-4a011e483309/31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1e0e2f4c-9acd-47a3-8823-4a011e483309/32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1e0e2f4c-9acd-47a3-8823-4a011e483309/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100a3853-c7b4-442c-beba-91a124fc27c7/11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100a3853-c7b4-442c-beba-91a124fc27c7/12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100a3853-c7b4-442c-beba-91a124fc27c7/14,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
100a3853-c7b4-442c-beba-91a124fc27c7/18,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
100a3853-c7b4-442c-beba-91a124fc27c7/19,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
100a3853-c7b4-442c-beba-91a124fc27c7/24,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
100a3853-c7b4-442c-beba-91a124fc27c7/28,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
100a3853-c7b4-442c-beba-91a124fc27c7/29,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
100a3853-c7b4-442c-beba-91a124fc27c7/35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100a3853-c7b4-442c-beba-91a124fc27c7/37,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
100a3853-c7b4-442c-beba-91a124fc27c7/39,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
100a3853-c7b4-442c-beba-91a124fc27c7/43,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
100a3853-c7b4-442c-beba-91a124fc27c7/44,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
100a3853-c7b4-442c-beba-91a124fc27c7/47,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100a3853-c7b4-442c-beba-91a124fc27c7/49,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100a3853-c7b4-442c-beba-91a124fc27c7/50,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100a3853-c7b4-442c-beba-91a124fc27c7/52,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100a3853-c7b4-442c-beba-91a124fc27c7/53,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100a3853-c7b4-442c-beba-91a124fc27c7/54,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100a3853-c7b4-442c-beba-91a124fc27c7/56,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100a3853-c7b4-442c-beba-91a124fc27c7/57,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100a3853-c7b4-442c-beba-91a124fc27c7/61,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100a3853-c7b4-442c-beba-91a124fc27c7/62,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100a3853-c7b4-442c-beba-91a124fc27c7/5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
a2b8d453-1f52-47f1-a9e0-e72f812197c1/10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
a2b8d453-1f52-47f1-a9e0-e72f812197c1/11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
a2b8d453-1f52-47f1-a9e0-e72f812197c1/31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
a2b8d453-1f52-47f1-a9e0-e72f812197c1/32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
a2b8d453-1f52-47f1-a9e0-e72f812197c1/42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
a2b8d453-1f52-47f1-a9e0-e72f812197c1/43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
a2b8d453-1f52-47f1-a9e0-e72f812197c1/5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48ef007d-6475-4df2-98f1-e461cbcf932a/5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
48ef007d-6475-4df2-98f1-e461cbcf932a/6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
48ef007d-6475-4df2-98f1-e461cbcf932a/7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
48ef007d-6475-4df2-98f1-e461cbcf932a/9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
48ef007d-6475-4df2-98f1-e461cbcf932a/11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
48ef007d-6475-4df2-98f1-e461cbcf932a/12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
48ef007d-6475-4df2-98f1-e461cbcf932a/13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
48ef007d-6475-4df2-98f1-e461cbcf932a/16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
48ef007d-6475-4df2-98f1-e461cbcf932a/17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
48ef007d-6475-4df2-98f1-e461cbcf932a/18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
48ef007d-6475-4df2-98f1-e461cbcf932a/19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
48ef007d-6475-4df2-98f1-e461cbcf932a/20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
48ef007d-6475-4df2-98f1-e461cbcf932a/22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
48ef007d-6475-4df2-98f1-e461cbcf932a/23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
48ef007d-6475-4df2-98f1-e461cbcf932a/30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48ef007d-6475-4df2-98f1-e461cbcf932a/31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48ef007d-6475-4df2-98f1-e461cbcf932a/32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48ef007d-6475-4df2-98f1-e461cbcf932a/8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
b775097b-d487-4519-bbbc-ceb47b87f3ab/5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
b775097b-d487-4519-bbbc-ceb47b87f3ab/8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
b775097b-d487-4519-bbbc-ceb47b87f3ab/9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
b775097b-d487-4519-bbbc-ceb47b87f3ab/23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
b775097b-d487-4519-bbbc-ceb47b87f3ab/24,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
b775097b-d487-4519-bbbc-ceb47b87f3ab/26,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
b775097b-d487-4519-bbbc-ceb47b87f3ab/27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
b775097b-d487-4519-bbbc-ceb47b87f3ab/6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7154a10d-1853-41fa-a2c1-9ec749a089ec/7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7154a10d-1853-41fa-a2c1-9ec749a089ec/8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7154a10d-1853-41fa-a2c1-9ec749a089ec/9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7154a10d-1853-41fa-a2c1-9ec749a089ec/10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7154a10d-1853-41fa-a2c1-9ec749a089ec/16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7154a10d-1853-41fa-a2c1-9ec749a089ec/17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7154a10d-1853-41fa-a2c1-9ec749a089ec/18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7154a10d-1853-41fa-a2c1-9ec749a089ec/19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7154a10d-1853-41fa-a2c1-9ec749a089ec/20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7154a10d-1853-41fa-a2c1-9ec749a089ec/21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7154a10d-1853-41fa-a2c1-9ec749a089ec/25,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
7154a10d-1853-41fa-a2c1-9ec749a089ec/27,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
7154a10d-1853-41fa-a2c1-9ec749a089ec/28,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
7154a10d-1853-41fa-a2c1-9ec749a089ec/29,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
7154a10d-1853-41fa-a2c1-9ec749a089ec/32,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7154a10d-1853-41fa-a2c1-9ec749a089ec/33,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7154a10d-1853-41fa-a2c1-9ec749a089ec/35,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7154a10d-1853-41fa-a2c1-9ec749a089ec/36,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7154a10d-1853-41fa-a2c1-9ec749a089ec/40,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7154a10d-1853-41fa-a2c1-9ec749a089ec/43,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7154a10d-1853-41fa-a2c1-9ec749a089ec/44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7154a10d-1853-41fa-a2c1-9ec749a089ec/46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7154a10d-1853-41fa-a2c1-9ec749a089ec/47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7154a10d-1853-41fa-a2c1-9ec749a089ec/48,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7154a10d-1853-41fa-a2c1-9ec749a089ec/49,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7154a10d-1853-41fa-a2c1-9ec749a089ec/5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
e8dcbb44-51af-482a-a838-24595497144e/10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
e8dcbb44-51af-482a-a838-24595497144e/11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
e8dcbb44-51af-482a-a838-24595497144e/12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
e8dcbb44-51af-482a-a838-24595497144e/5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
dc2ed16d-24f6-4bd8-aca9-50e33a0eed50/1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
dc2ed16d-24f6-4bd8-aca9-50e33a0eed50/7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
dc2ed16d-24f6-4bd8-aca9-50e33a0eed50/10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
dc2ed16d-24f6-4bd8-aca9-50e33a0eed50/11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
dc2ed16d-24f6-4bd8-aca9-50e33a0eed50/12,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
dc2ed16d-24f6-4bd8-aca9-50e33a0eed50/13,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
dc2ed16d-24f6-4bd8-aca9-50e33a0eed50/14,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
dc2ed16d-24f6-4bd8-aca9-50e33a0eed50/15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
dc2ed16d-24f6-4bd8-aca9-50e33a0eed50/22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
dc2ed16d-24f6-4bd8-aca9-50e33a0eed50/23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
dc2ed16d-24f6-4bd8-aca9-50e33a0eed50/6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
dcb118e1-77f4-4e90-973e-b832f4bebff6/14,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
dcb118e1-77f4-4e90-973e-b832f4bebff6/15,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
dcb118e1-77f4-4e90-973e-b832f4bebff6/16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
dcb118e1-77f4-4e90-973e-b832f4bebff6/18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
dcb118e1-77f4-4e90-973e-b832f4bebff6/19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
dcb118e1-77f4-4e90-973e-b832f4bebff6/22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
dcb118e1-77f4-4e90-973e-b832f4bebff6/26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
dcb118e1-77f4-4e90-973e-b832f4bebff6/27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
dcb118e1-77f4-4e90-973e-b832f4bebff6/29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
dcb118e1-77f4-4e90-973e-b832f4bebff6/30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
dcb118e1-77f4-4e90-973e-b832f4bebff6/31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
dcb118e1-77f4-4e90-973e-b832f4bebff6/5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
c826ba8c-5f61-4a4c-9233-fb49a431f1e8/20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
c826ba8c-5f61-4a4c-9233-fb49a431f1e8/21,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
c826ba8c-5f61-4a4c-9233-fb49a431f1e8/22,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
c826ba8c-5f61-4a4c-9233-fb49a431f1e8/59,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
c826ba8c-5f61-4a4c-9233-fb49a431f1e8/5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0bebd5c1-ea42-4c80-a311-b5f9622accdb/12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0bebd5c1-ea42-4c80-a311-b5f9622accdb/23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0bebd5c1-ea42-4c80-a311-b5f9622accdb/24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0bebd5c1-ea42-4c80-a311-b5f9622accdb/26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0bebd5c1-ea42-4c80-a311-b5f9622accdb/27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0bebd5c1-ea42-4c80-a311-b5f9622accdb/28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0bebd5c1-ea42-4c80-a311-b5f9622accdb/29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0bebd5c1-ea42-4c80-a311-b5f9622accdb/5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ee5e0ebd-5f86-4a0c-8690-a13c8639cc82/1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ee5e0ebd-5f86-4a0c-8690-a13c8639cc82/2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ee5e0ebd-5f86-4a0c-8690-a13c8639cc82/3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ee5e0ebd-5f86-4a0c-8690-a13c8639cc82/6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ee5e0ebd-5f86-4a0c-8690-a13c8639cc82/7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ee5e0ebd-5f86-4a0c-8690-a13c8639cc82/36,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ee5e0ebd-5f86-4a0c-8690-a13c8639cc82/38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ee5e0ebd-5f86-4a0c-8690-a13c8639cc82/10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70ae8a50-230f-4a53-ba73-c348f15a1be4/23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70ae8a50-230f-4a53-ba73-c348f15a1be4/25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70ae8a50-230f-4a53-ba73-c348f15a1be4/5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
af281b1c-aeb3-4784-b3bb-6f5f9262c703/1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
af281b1c-aeb3-4784-b3bb-6f5f9262c703/2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
af281b1c-aeb3-4784-b3bb-6f5f9262c703/4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
af281b1c-aeb3-4784-b3bb-6f5f9262c703/5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
af281b1c-aeb3-4784-b3bb-6f5f9262c703/7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
af281b1c-aeb3-4784-b3bb-6f5f9262c703/8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
af281b1c-aeb3-4784-b3bb-6f5f9262c703/10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
af281b1c-aeb3-4784-b3bb-6f5f9262c703/11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
af281b1c-aeb3-4784-b3bb-6f5f9262c703/14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
af281b1c-aeb3-4784-b3bb-6f5f9262c703/15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
af281b1c-aeb3-4784-b3bb-6f5f9262c703/13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
f7f44ba1-ef6b-470c-9f30-6fad86555624/1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
f7f44ba1-ef6b-470c-9f30-6fad86555624/13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
f7f44ba1-ef6b-470c-9f30-6fad86555624/14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
f7f44ba1-ef6b-470c-9f30-6fad86555624/15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
f7f44ba1-ef6b-470c-9f30-6fad86555624/16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
f7f44ba1-ef6b-470c-9f30-6fad86555624/6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80edb1fe-f5a9-41ad-83f0-5585e64c2f10/11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
80edb1fe-f5a9-41ad-83f0-5585e64c2f10/13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
80edb1fe-f5a9-41ad-83f0-5585e64c2f10/14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
80edb1fe-f5a9-41ad-83f0-5585e64c2f10/5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
d8e3064c-5abc-4c60-b44e-363b2c2b78d6/17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
d8e3064c-5abc-4c60-b44e-363b2c2b78d6/18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
d8e3064c-5abc-4c60-b44e-363b2c2b78d6/19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
